100103	190404	0.78913736
100104	100118	0.8331841
100104	100513	0.8051438
100104	100117	0.7814286
100104	101301	0.7426496
100104	100115	0.7192477
100106	190405	0.720919
100106	100107	0.72001654
100107	190405	0.7424193
100107	100106	0.72001654
100111	190405	0.7394263
100115	100118	0.8380351
100115	100117	0.7518369
100115	100120	0.7302426
100115	100104	0.7192477
100115	101306	0.7017404
100117	100513	0.7991859
100117	100118	0.79454744
100117	100104	0.7814286
100117	100120	0.7645806
100117	101307	0.7536013
100117	100115	0.7518369
100117	101302	0.746036
100117	101301	0.7451611
100118	100115	0.8380351
100118	100104	0.8331841
100118	100120	0.8232786
100118	100513	0.8214974
100118	100117	0.79454744
100118	101301	0.791511
100118	101307	0.7564862
100118	101302	0.74923974
100118	101306	0.71504676
100120	101307	0.88504374
100120	100513	0.8796221
100120	101302	0.85689604
100120	100118	0.8232786
100120	101301	0.82318413
100120	101303	0.8135279
100120	101306	0.7702242
100120	100117	0.7645806
100120	100115	0.7302426
100120	101304	0.71959394
100201	100904	0.9349059
100201	100205	0.8443852
100201	100902	0.7445768
100201	100208	0.72748363
100201	100901	0.7273265
100201	190408	0.7164497
100203	190403	0.70211977
100205	100904	0.84790766
100205	100201	0.8443852
100205	100902	0.80924994
100205	100901	0.76159626
100205	190408	0.7494415
100206	100903	0.85212284
100208	100902	0.830744
100208	100201	0.72748363
100209	190407	0.87211263
100301	100306	0.8740402
100301	100309	0.8485612
100301	100303	0.84567106
100301	100302	0.76282185
100301	100703	0.7128297
100301	190409	0.7020533
100302	100305	0.8696096
100302	100301	0.76282185
100302	100306	0.7241219
100302	100303	0.7219353
100303	100306	0.85763794
100303	100301	0.84567106
100303	100309	0.8114244
100303	100304	0.74243546
100303	100302	0.7219353
100304	100303	0.74243546
100305	100302	0.8696096
100305	100703	0.71749455
100306	100301	0.8740402
100306	100303	0.85763794
100306	100309	0.80736375
100306	100302	0.7241219
100306	100703	0.70754194
100309	100301	0.8485612
100309	100303	0.8114244
100309	100306	0.80736375
100401	100404	0.84755903
100401	100406	0.7915546
100401	100405	0.7735929
100401	100402	0.75219375
100402	100401	0.75219375
100402	100404	0.70533365
100403	100406	0.7652819
100403	100405	0.7245124
100404	100401	0.84755903
100404	100406	0.78339595
100404	100405	0.7407709
100404	100706	0.72756815
100404	100402	0.70533365
100405	100406	0.87783664
100405	100401	0.7735929
100405	100404	0.7407709
100405	100403	0.7245124
100406	100405	0.87783664
100406	100401	0.7915546
100406	100404	0.78339595
100406	100403	0.7652819
100407	100408	0.7448327
100408	100407	0.7448327
100506	100508	0.881526
100506	100507	0.84674126
100507	100508	0.8630585
100507	100506	0.84674126
100507	100512	0.7220622
100508	100506	0.881526
100508	100507	0.8630585
100508	100512	0.73216164
100512	100508	0.73216164
100512	100507	0.7220622
100513	100120	0.8796221
100513	101307	0.85967857
100513	101301	0.8459982
100513	101302	0.8217842
100513	100118	0.8214974
100513	100104	0.8051438
100513	100117	0.7991859
100513	101306	0.7576751
100513	101303	0.71671754
100601	100602	0.9058071
100602	100601	0.9058071
100602	100604	0.71385837
100603	100604	0.88874483
100604	100603	0.88874483
100604	100602	0.71385837
100605	100606	0.83270776
100606	100605	0.83270776
100701	100702	0.9236063
100701	100707	0.8816303
100701	100704	0.8539394
100701	100705	0.78825724
100702	100701	0.9236063
100702	100705	0.9223587
100702	100707	0.9169523
100702	100704	0.8509285
100703	100305	0.71749455
100703	100301	0.7128297
100703	100306	0.70754194
100704	100701	0.8539394
100704	100702	0.8509285
100704	100707	0.8185349
100704	100705	0.76862276
100705	100702	0.9223587
100705	100707	0.8504368
100705	100701	0.78825724
100705	100704	0.76862276
100706	100404	0.72756815
100707	100702	0.9169523
100707	100701	0.8816303
100707	100705	0.8504368
100707	100704	0.8185349
100801	100805	0.8390655
100802	100806	0.88579535
100802	100810	0.87469214
100802	100809	0.8455518
100802	100804	0.81755316
100804	100810	0.8837657
100804	100802	0.81755316
100804	100809	0.7928923
100804	100806	0.7430479
100805	100801	0.8390655
100805	100811	0.73137915
100806	100802	0.88579535
100806	100810	0.8587711
100806	100809	0.8019731
100806	100804	0.7430479
100809	100810	0.8790101
100809	100802	0.8455518
100809	100806	0.8019731
100809	100804	0.7928923
100810	100804	0.8837657
100810	100809	0.8790101
100810	100802	0.87469214
100810	100806	0.8587711
100811	100805	0.73137915
100816	101008	0.7409898
100901	100205	0.76159626
100901	100904	0.74672157
100901	100201	0.7273265
100902	100208	0.830744
100902	100205	0.80924994
100902	100201	0.7445768
100902	100904	0.7257465
100902	190408	0.70333105
100903	100206	0.85212284
100904	100201	0.9349059
100904	100205	0.84790766
100904	100901	0.74672157
100904	100902	0.7257465
100904	190408	0.72042054
101001	101004	0.8591494
101001	101017	0.8340085
101001	101007	0.81995654
101001	101015	0.81429935
101001	101014	0.7885502
101001	101012	0.78646445
101001	101018	0.7676276
101001	101003	0.742466
101001	101005	0.72632885
101001	101006	0.7143589
101002	101010	0.7271056
101003	101013	0.8213224
101003	101005	0.79592764
101003	101018	0.7710999
101003	101017	0.7503836
101003	101001	0.742466
101003	101006	0.730899
101003	101004	0.7072283
101003	101007	0.70109785
101004	101001	0.8591494
101004	101007	0.8034671
101004	101017	0.80065084
101004	101012	0.7620494
101004	101014	0.7260078
101004	101015	0.7183852
101004	101003	0.7072283
101004	101018	0.70155317
101005	101018	0.79658425
101005	101003	0.79592764
101005	101013	0.76562303
101005	101017	0.7420117
101005	101001	0.72632885
101006	101017	0.7674577
101006	101003	0.730899
101006	101018	0.7246139
101006	101014	0.7174783
101006	101001	0.7143589
101006	101007	0.710398
101006	101013	0.70933753
101007	101017	0.85486335
101007	101001	0.81995654
101007	101004	0.8034671
101007	101015	0.77908784
101007	101014	0.7733914
101007	101018	0.7437248
101007	101016	0.71512073
101007	101006	0.710398
101007	101003	0.70109785
101008	100816	0.7409898
101009	101017	0.7156362
101010	101002	0.7271056
101012	101017	0.79829633
101012	101001	0.78646445
101012	101004	0.7620494
101012	101018	0.7494357
101013	101003	0.8213224
101013	101005	0.76562303
101013	101018	0.73143053
101013	101006	0.70933753
101013	101017	0.70738554
101014	101017	0.78967595
101014	101001	0.7885502
101014	101007	0.7733914
101014	101015	0.7302272
101014	101004	0.7260078
101014	101006	0.7174783
101015	101001	0.81429935
101015	101017	0.7804321
101015	101007	0.77908784
101015	101018	0.7358859
101015	101014	0.7302272
101015	101016	0.72589284
101015	101004	0.7183852
101016	101017	0.7387262
101016	101015	0.72589284
101016	101007	0.71512073
101016	101018	0.711673
101017	101007	0.85486335
101017	101001	0.8340085
101017	101004	0.80065084
101017	101012	0.79829633
101017	101018	0.7955597
101017	101014	0.78967595
101017	101015	0.7804321
101017	101006	0.7674577
101017	101003	0.7503836
101017	101005	0.7420117
101017	101016	0.7387262
101017	101009	0.7156362
101017	101013	0.70738554
101018	101005	0.79658425
101018	101017	0.7955597
101018	101003	0.7710999
101018	101001	0.7676276
101018	101012	0.7494357
101018	101007	0.7437248
101018	101015	0.7358859
101018	101013	0.73143053
101018	101006	0.7246139
101018	101016	0.711673
101018	101004	0.70155317
101301	101302	0.8848932
